,1A_1h,1A_2h,1A_4h,1A_6h,1A_8h,1A_20h,1A_Homog,1B_1h,1B_2h,1B_4h,1B_6h,1B_8h,1B_20h,1B_Homog,1C_1h,1C_2h,1C_4h,1C_6h,1C_8h,1C_20h,1C_Homog,2A_1h,2A_2h,2A_4h,2A_6h,2A_8h,2A_20h,2A_Homog,2B_1h,2B_2h,2B_4h,2B_6h,2B_8h,2B_20h,2B_Homog,2C_1h,2C_2h,2C_4h,2C_6h,2C_8h,2C_20h,2C_Homog,3A_1h,3A_2h,3A_4h,3A_6h,3A_8h,3A_20h,3A_Homog,3B_1h,3B_2h,3B_4h,3B_6h,3B_8h,3B_20h,3B_Homog,3C_1h,3C_2h,3C_4h,3C_6h,3C_8h,3C_20h,3C_Homog,4A_1h,4A_2h,4A_4h,4A_6h,4A_8h,4A_20h,4A_Homog,4B_1h,4B_2h,4B_4h,4B_6h,4B_8h,4B_20h,4B_Homog,4C_1h,4C_2h,4C_4h,4C_6h,4C_8h,4C_20h,4C_Homog,5A_1h,5A_2h,5A_4h,5A_6h,5A_8h,5A_20h,5A_Homog,5B_1h,5B_2h,5B_4h,5B_6h,5B_8h,5B_20h,5C_1h,5C_2h,5C_4h,5C_6h,5C_8h,5C_20h,5C_Homog
1A_1h,0,0.1219042,0.23934761,0.30445251,0.32719558,0.39330745,0.61004809,0.31208324,0.2853665,0.28802212,0.37797366,0.39322827,0.40017157,0.61254208,0.14256557,0.21112945,0.2998523,0.35706161,0.35072768,0.40130328,0.62377831,0.34124697,0.36083896,0.38042322,0.3952477,0.38881144,0.42257134,0.69399672,0.39134068,0.41543874,0.43389905,0.42717333,0.38145998,0.47079626,0.70991864,0.34139417,0.33284344,0.38632879,0.39931345,0.38146343,0.44251436,0.6930698,0.38471148,0.36013531,0.4127087,0.45963144,0.38369217,0.47811968,0.70424937,0.35215766,0.32321416,0.34070767,0.34547272,0.40272712,0.43997576,0.75839644,0.44676415,0.34575239,0.37468429,0.39203709,0.41630507,0.49591008,0.73316949,0.368238,0.3960808,0.46384259,0.43147796,0.40479138,0.42426999,0.5864593,0.33485943,0.34663144,0.41131962,0.3944112,0.42909106,0.42516248,0.61872693,0.41208657,0.42565167,0.41446867,0.436496,0.42346545,0.43001045,0.56111896,0.50885081,0.54882455,0.58491706,0.54901784,0.61396023,0.64930761,0.69755749,0.37799882,0.43555068,0.53408479,0.50285975,0.49952851,0.55511705,0.42858158,0.50881722,0.46316326,0.54895492,0.48286415,0.59006612,0.67741192
1A_2h,0.1219042,0,0.12935057,0.19387576,0.24676664,0.32633739,0.59923376,0.28687737,0.19819777,0.21797616,0.28471759,0.30990661,0.33501852,0.59597144,0.15563967,0.13485267,0.20295998,0.26398849,0.26445731,0.32110637,0.61324681,0.41182381,0.39194351,0.41580168,0.41217444,0.41871669,0.43972174,0.70028925,0.45388371,0.45461939,0.45283788,0.44975477,0.41136326,0.48082676,0.71621117,0.40368929,0.38129572,0.40852732,0.44077158,0.39965665,0.4614305,0.71395404,0.35490792,0.29370683,0.36653487,0.41025603,0.33431676,0.42898106,0.68637644,0.36724147,0.30590438,0.30522904,0.27964732,0.33330737,0.38055225,0.7268873,0.4025831,0.3117173,0.34377262,0.33042716,0.35177514,0.43882661,0.70685976,0.37753826,0.39480371,0.46086605,0.42476297,0.41024538,0.41503401,0.60246405,0.34980583,0.34680444,0.37624064,0.37942208,0.40478973,0.38974058,0.56836119,0.43016257,0.42685074,0.40567128,0.38756049,0.41590525,0.42245025,0.52905455,0.48884564,0.53281209,0.56460571,0.5266098,0.59364888,0.63885318,0.71004148,0.38276669,0.40625284,0.52363036,0.46110197,0.47497649,0.53947211,0.41385741,0.49254558,0.43424015,0.530419,0.45320921,0.57669378,0.67258929
1A_4h,0.23934761,0.12935057,0,0.08179871,0.14381413,0.22989371,0.51338373,0.30864301,0.19626643,0.19642012,0.21004161,0.23614431,0.24330376,0.51012141,0.22374131,0.13276294,0.14202573,0.19420328,0.19115684,0.24662632,0.5297495,0.47534135,0.42551978,0.43070984,0.41524035,0.40700886,0.38765028,0.61415117,0.4983871,0.46498585,0.45637823,0.43079434,0.40807911,0.43851542,0.63040973,0.46366107,0.42150411,0.40384268,0.43831293,0.39847972,0.41983838,0.63983901,0.35438873,0.27954173,0.35753661,0.372842,0.31510563,0.3869068,0.6234986,0.38211964,0.31165099,0.3150803,0.28476987,0.32020185,0.32390007,0.66400946,0.40803969,0.31280976,0.3475402,0.32718254,0.33444521,0.38472768,0.64398192,0.43631144,0.42528768,0.46062763,0.42259788,0.40993733,0.41200582,0.56928903,0.42094927,0.35055969,0.35741946,0.35784555,0.37108773,0.35599485,0.51190167,0.4901632,0.44511607,0.41759341,0.3985517,0.42805503,0.42133361,0.48808433,0.47902314,0.54521571,0.53769387,0.48928523,0.55588465,0.57265103,0.63853554,0.43990041,0.41088483,0.46723577,0.3916407,0.40277954,0.45138304,0.45709595,0.47948624,0.42511589,0.50065518,0.43214821,0.52045038,0.60652668
1A_6h,0.30445251,0.19387576,0.08179871,0,0.08143854,0.18043778,0.47079865,0.33952382,0.24583711,0.23158082,0.19738007,0.20687731,0.22410812,0.46982938,0.28020365,0.18857556,0.16509048,0.1685655,0.17080762,0.22152735,0.49258589,0.48527886,0.43866772,0.41314759,0.3935696,0.39038388,0.34321801,0.56867113,0.54019621,0.48404784,0.45722555,0.42759303,0.40223943,0.42815557,0.58130491,0.50564807,0.45628062,0.40856519,0.42952653,0.38640446,0.41332511,0.58777551,0.37908182,0.27190902,0.33957945,0.34961561,0.30231121,0.36288269,0.58749704,0.38368367,0.31522717,0.31508295,0.2791995,0.31463148,0.30642416,0.6280079,0.40594252,0.32759485,0.35232197,0.32452642,0.33378194,0.3692977,0.60798036,0.47322454,0.43007538,0.46303898,0.42783761,0.41588879,0.40885432,0.5645522,0.47731925,0.36974527,0.36317439,0.35647774,0.36971992,0.35462704,0.5198604,0.52362167,0.44974892,0.44614694,0.40754312,0.43617975,0.43292073,0.48734832,0.49014003,0.54864581,0.5344921,0.48438424,0.56117911,0.5627227,0.59424617,0.45542532,0.43928742,0.44651785,0.36592507,0.36810498,0.41533792,0.47947326,0.47412118,0.4453818,0.47873686,0.42138389,0.49504747,0.56459427
1A_8h,0.32719558,0.24676664,0.14381413,0.08143854,0,0.15330139,0.42433877,0.37655775,0.25746008,0.26262898,0.21106925,0.20247311,0.21042819,0.42427964,0.29931907,0.21107507,0.20028184,0.1763904,0.16986099,0.18061612,0.45356034,0.51322392,0.48448222,0.46474243,0.4377598,0.44197872,0.35918539,0.57226089,0.58184606,0.52692263,0.4972511,0.46761858,0.44966962,0.45438882,0.57679391,0.52391933,0.47493123,0.44107866,0.4468036,0.41204363,0.42349171,0.55720403,0.42378326,0.31077686,0.35712692,0.36972059,0.33784431,0.36563724,0.5689299,0.42693439,0.34260398,0.32952394,0.29000964,0.32028676,0.30748572,0.60944076,0.41998144,0.3626568,0.39388806,0.35440643,0.36284251,0.37397371,0.58941322,0.50176393,0.46105495,0.50600587,0.43979147,0.42970931,0.41095601,0.55453999,0.52294866,0.40616539,0.39989632,0.38094862,0.3992032,0.37909792,0.5291141,0.55365911,0.47131785,0.48479231,0.42938952,0.46585586,0.47166735,0.46206858,0.48828339,0.52322096,0.50729793,0.47341094,0.5344192,0.53121738,0.55765512,0.47105767,0.43712649,0.44105871,0.37336556,0.35807192,0.38617284,0.48129656,0.47084686,0.44354739,0.4702915,0.42990939,0.46354215,0.53019903
1A_20h,0.39330745,0.32633739,0.22989371,0.18043778,0.15330139,0,0.3110983,0.42259158,0.32240188,0.32742082,0.22814339,0.2097604,0.19775625,0.32880747,0.36271953,0.27854819,0.25141634,0.23701896,0.22402518,0.19595167,0.35051687,0.54962226,0.52433301,0.48863952,0.45002276,0.4584185,0.36826832,0.54606243,0.63468408,0.58058016,0.53731554,0.51014143,0.49542824,0.47670158,0.54661009,0.54598545,0.51919533,0.48470767,0.46560956,0.46057522,0.44495594,0.50763428,0.47289218,0.36516418,0.40754339,0.39066155,0.36281531,0.37056516,0.51369426,0.43269321,0.35241172,0.32265608,0.31974033,0.28818674,0.2650884,0.51910252,0.42226511,0.387857,0.36514906,0.33738986,0.33347845,0.31754664,0.52561449,0.5446434,0.49048223,0.53626323,0.43996494,0.45452513,0.39327975,0.50396751,0.56021665,0.43621746,0.43077767,0.38828889,0.39806178,0.41247442,0.47348473,0.58437837,0.5075831,0.51963342,0.45428546,0.46538308,0.48758648,0.41050868,0.479586,0.53773317,0.51899546,0.43443526,0.51634941,0.4986019,0.48229086,0.49859136,0.46649289,0.42292434,0.38280094,0.35359918,0.34033839,0.49095662,0.46389604,0.4676295,0.48020523,0.4490341,0.43341719,0.4567471
1A_Homog,0.61004809,0.59923376,0.51338373,0.47079865,0.42433877,0.3110983,0,0.53094322,0.45533982,0.49087973,0.3995582,0.36724168,0.31977697,0.09445999,0.56450561,0.51558486,0.50172509,0.49249513,0.47902755,0.43323863,0.09643347,0.60495242,0.58601554,0.55610087,0.54152993,0.52630664,0.4476512,0.34205217,0.61432921,0.59245915,0.54983629,0.52951886,0.51708251,0.46258553,0.33578128,0.58180539,0.58776242,0.5516079,0.53848177,0.54267136,0.52121817,0.28075311,0.58376744,0.51474011,0.53851927,0.5190468,0.54231065,0.50864909,0.30178597,0.58067217,0.52033421,0.50374089,0.51288365,0.46021433,0.425921,0.30640666,0.52059336,0.5260234,0.49268805,0.50099791,0.4848093,0.38077719,0.29530334,0.6380966,0.59845982,0.58957793,0.54387019,0.54725711,0.48939074,0.4121126,0.70045337,0.63481412,0.62401694,0.60648918,0.58899751,0.58426634,0.43279692,0.64253033,0.57745789,0.571266,0.4927546,0.52359284,0.4897308,0.33348588,0.54951452,0.56790177,0.52844738,0.52150311,0.53463007,0.46779818,0.33516065,0.58532838,0.54982195,0.48438871,0.50226255,0.49422607,0.40983685,0.57459353,0.54215242,0.56493534,0.54976785,0.57365422,0.45791179,0.3121284
1B_1h,0.31208324,0.28687737,0.30864301,0.33952382,0.37655775,0.42259158,0.53094322,0,0.17294932,0.19035954,0.26186248,0.29065662,0.34046718,0.50935346,0.23025847,0.26364131,0.31806483,0.35686689,0.3578039,0.39845708,0.54096091,0.38191795,0.42549359,0.45325268,0.46446108,0.47686565,0.49141441,0.6177208,0.44219287,0.49671197,0.50426917,0.49445747,0.47572015,0.55060838,0.63915372,0.41651973,0.42393125,0.48707034,0.53694913,0.4948844,0.56188508,0.6361177,0.3149185,0.29664121,0.36200094,0.39312515,0.32423552,0.4297232,0.58665508,0.34377301,0.35980084,0.38989689,0.36780148,0.41301496,0.46252249,0.64887766,0.40587919,0.35595305,0.36776716,0.40444925,0.40933388,0.4782658,0.58336069,0.4572901,0.45898746,0.53332427,0.4951628,0.48536844,0.50497427,0.54863543,0.40258672,0.39757544,0.44068886,0.44683773,0.44562149,0.45510955,0.56984025,0.44959476,0.42943867,0.43051128,0.45896923,0.45213197,0.43758997,0.52581011,0.44744897,0.50004386,0.53003756,0.52598289,0.57417494,0.59737783,0.64172747,0.30962496,0.33876004,0.49392245,0.48984711,0.49010855,0.52742198,0.37125869,0.4391019,0.41692117,0.51941985,0.4800292,0.58679597,0.60223897
1B_2h,0.2853665,0.19819777,0.19626643,0.24583711,0.25746008,0.32240188,0.45533982,0.17294932,0,0.10450903,0.14907338,0.17006882,0.23067557,0.45189074,0.21851242,0.14777183,0.21412701,0.24728475,0.24198875,0.27319284,0.46718746,0.42116462,0.40852968,0.42055066,0.42554775,0.43889546,0.43713925,0.61118911,0.46240106,0.46575593,0.45113991,0.44198062,0.42698484,0.48271932,0.62983873,0.40541269,0.39877802,0.42008387,0.47066821,0.43189313,0.48365592,0.62079948,0.36225852,0.2645296,0.3357428,0.35219593,0.29045275,0.37830256,0.56852079,0.38143433,0.32297357,0.33947671,0.30053687,0.33080475,0.37091103,0.61154186,0.36441205,0.30077809,0.32735468,0.33525549,0.32766033,0.38028887,0.57374532,0.41135521,0.41927169,0.48352717,0.44242779,0.43404581,0.44987992,0.52434409,0.39694091,0.36618456,0.39240936,0.40255097,0.40015565,0.38923551,0.48689952,0.44186487,0.40097142,0.38070274,0.35097781,0.38984684,0.3725856,0.44150453,0.40949478,0.45533264,0.4593309,0.45254083,0.5064191,0.54486096,0.63878042,0.34796622,0.31547271,0.43801376,0.4109832,0.4115001,0.46212485,0.35328389,0.41560618,0.35722724,0.45313084,0.40187776,0.51590485,0.58621944
1B_4h,0.28802212,0.21797616,0.19642012,0.23158082,0.26262898,0.32742082,0.49087973,0.19035954,0.10450903,0,0.12290057,0.15025324,0.21898016,0.46829883,0.2335677,0.12074,0.22451502,0.25601624,0.2498337,0.28975718,0.48980033,0.42805845,0.39806251,0.41152243,0.40640754,0.42543606,0.41301907,0.60574142,0.48245538,0.46797561,0.44990558,0.43852105,0.40997484,0.46657025,0.62295698,0.41118788,0.4021748,0.40532345,0.44310614,0.40012252,0.45668675,0.62129655,0.3490082,0.29511451,0.31499633,0.32538435,0.27518795,0.34096349,0.52058286,0.36897516,0.35481749,0.36553904,0.32025915,0.34616422,0.37476153,0.62436878,0.40087624,0.32453201,0.33843476,0.34720032,0.35344851,0.39624359,0.60343583,0.40836847,0.41193247,0.45953096,0.4182679,0.41063555,0.42572002,0.50948982,0.39816782,0.34757162,0.36139704,0.36903605,0.36685728,0.35598088,0.50109466,0.45246965,0.40521107,0.38386573,0.40110952,0.39387877,0.36356723,0.48624928,0.40084489,0.47718044,0.46697104,0.45433351,0.51481721,0.5441781,0.612794,0.34866636,0.323199,0.42572778,0.38887368,0.40251911,0.43959361,0.35642264,0.39687296,0.33996228,0.44076358,0.38871388,0.49255314,0.56026947
1B_6h,0.37797366,0.28471759,0.21004161,0.19738007,0.21106925,0.22814339,0.3995582,0.26186248,0.14907338,0.12290057,0,0.06041588,0.14511092,0.36989234,0.31930393,0.22242202,0.18428335,0.17779165,0.17521355,0.19297275,0.39352965,0.48505172,0.45130961,0.43158531,0.41045597,0.43323087,0.40982269,0.59089942,0.56321789,0.50173575,0.46835847,0.44352341,0.42728303,0.48086335,0.60493941,0.47659004,0.45577069,0.42566035,0.44949013,0.40693492,0.45072369,0.59792625,0.40860299,0.27426828,0.34628577,0.35564751,0.30452701,0.34791424,0.52655379,0.39476368,0.32690156,0.3332443,0.29778407,0.31486223,0.33590569,0.53310979,0.37261589,0.31290964,0.33721598,0.33619242,0.32927369,0.35239151,0.51799149,0.46787305,0.41649108,0.46533885,0.41709682,0.4116003,0.42454894,0.4905281,0.48515867,0.37409545,0.36658605,0.37349475,0.37201419,0.36373139,0.41852616,0.50718028,0.42196316,0.41638244,0.36485437,0.40101307,0.37690978,0.40830633,0.41698629,0.47946812,0.45721529,0.44457776,0.51367108,0.53248055,0.58310945,0.42793836,0.38664432,0.41716714,0.38550125,0.38824981,0.41592871,0.41953468,0.39763562,0.38150501,0.42587463,0.38098897,0.47683697,0.53417878
1B_8h,0.39322827,0.30990661,0.23614431,0.20687731,0.20247311,0.2097604,0.36724168,0.29065662,0.17006882,0.15025324,0.06041588,0,0.10749328,0.33657709,0.33539827,0.24527267,0.21970826,0.19797683,0.19522546,0.18119239,0.36951598,0.50379543,0.4878025,0.46990749,0.44264753,0.47664506,0.41247764,0.56727469,0.59736079,0.54095132,0.49506849,0.47382668,0.46766181,0.50532783,0.58079637,0.4201267,0.47669809,0.44777025,0.45445907,0.42608047,0.45305113,0.56296294,0.40119733,0.27940614,0.32928497,0.33155785,0.30682049,0.32948692,0.51639779,0.39005854,0.3205438,0.31669818,0.27373295,0.28772058,0.30822692,0.5212092,0.3409123,0.30809123,0.32024034,0.30882215,0.30208285,0.32713447,0.5039305,0.49601841,0.4496317,0.50764634,0.42641541,0.43121444,0.43230417,0.4758324,0.51274395,0.41503608,0.4068248,0.39945744,0.39151692,0.38760824,0.42666992,0.53770701,0.45188946,0.46004719,0.39743267,0.4258763,0.41841424,0.39689438,0.39386169,0.45468998,0.44842628,0.43731737,0.50028976,0.50825898,0.55176972,0.42730036,0.39216243,0.40722922,0.39346916,0.37743451,0.3752951,0.42309606,0.40803022,0.40224812,0.44420574,0.4023882,0.45204576,0.50539768
1B_20h,0.40017157,0.33501852,0.24330376,0.22410812,0.21042819,0.19775625,0.31977697,0.34046718,0.23067557,0.21898016,0.14511092,0.10749328,0,0.29671696,0.36753388,0.29715494,0.28863246,0.28610426,0.27756058,0.24596056,0.33012937,0.51140084,0.50360576,0.46845337,0.43266075,0.44149832,0.3715337,0.50435731,0.57605836,0.52947934,0.48519296,0.45556044,0.43930226,0.47228448,0.5039532,0.49055812,0.46963956,0.44387199,0.44694464,0.41107903,0.4201977,0.47856622,0.39573843,0.33117433,0.36337251,0.34962798,0.32397382,0.3441657,0.46299008,0.37929504,0.3324067,0.34217685,0.30839453,0.33152207,0.31139058,0.47682307,0.3700635,0.32923757,0.32272487,0.30382304,0.30717409,0.31925569,0.45928184,0.50754715,0.46068074,0.52207633,0.4538219,0.45126851,0.44834001,0.48869801,0.5509815,0.44907483,0.44202486,0.43915558,0.43067104,0.41559777,0.46616599,0.54801174,0.46862134,0.48008636,0.4147384,0.44759573,0.428316,0.43219964,0.40583155,0.47864572,0.46632017,0.45383503,0.5262066,0.48916656,0.47973154,0.44127044,0.4161521,0.41133647,0.37284501,0.34286364,0.32908359,0.435652,0.41813498,0.41346013,0.45783024,0.41441234,0.43740158,0.42211478
1B_Homog,0.61254208,0.59597144,0.51012141,0.46982938,0.42427964,0.32880747,0.09445999,0.50935346,0.45189074,0.46829883,0.36989234,0.33657709,0.29671696,0,0.56525027,0.51797471,0.50400412,0.48865898,0.47582843,0.42521129,0.09425921,0.60669815,0.591105,0.55295654,0.53124573,0.51602243,0.44783173,0.3619561,0.62161256,0.60537747,0.56742851,0.54506297,0.53262662,0.48162316,0.35453896,0.61211457,0.60285201,0.56655748,0.55572887,0.56050852,0.53733128,0.31227039,0.58099331,0.51337564,0.53559684,0.50579057,0.5287222,0.49074976,0.30877286,0.57271016,0.51237221,0.48502633,0.49279148,0.4398961,0.39954349,0.29540434,0.52391319,0.5232051,0.47961107,0.48792093,0.47192853,0.35879119,0.29323914,0.64501136,0.60537458,0.594886,0.53912695,0.54758048,0.52090581,0.4033812,0.69822599,0.62395654,0.61315935,0.59857465,0.58319328,0.57625114,0.38936617,0.64499237,0.58437264,0.57818076,0.49966935,0.51852821,0.48883469,0.34174274,0.54816543,0.57488007,0.53109769,0.55643429,0.56956125,0.51132207,0.37234323,0.59663354,0.56251092,0.49306975,0.51056166,0.4886664,0.42978284,0.59163322,0.54973065,0.56922688,0.5469779,0.57799061,0.49244356,0.33805498
1C_1h,0.14256557,0.15563967,0.22374131,0.28020365,0.29931907,0.36271953,0.56450561,0.23025847,0.21851242,0.2335677,0.31930393,0.33539827,0.36753388,0.56525027,0,0.13779344,0.23271646,0.28186308,0.27441346,0.33631222,0.58270406,0.34907136,0.38265418,0.40760305,0.41961443,0.42787248,0.43607383,0.64931085,0.41216587,0.43938342,0.44132586,0.44748246,0.41171397,0.48026483,0.66523276,0.36316699,0.36378701,0.39600647,0.4336051,0.39518334,0.44580654,0.64424042,0.32681825,0.28713808,0.34510756,0.38058347,0.29368031,0.40001112,0.65586117,0.33804785,0.3134215,0.32768973,0.30891885,0.35542457,0.41517681,0.69637203,0.39799499,0.3041653,0.32604865,0.33759353,0.35044049,0.43993555,0.67634449,0.38686102,0.40250443,0.45785718,0.42204581,0.40373376,0.394173,0.56695612,0.35902151,0.35375523,0.38670172,0.39035608,0.40131788,0.407932,0.59422681,0.40873879,0.4257369,0.41331671,0.42977121,0.43153507,0.43659619,0.53045441,0.44920741,0.48248099,0.52026859,0.49139235,0.54220537,0.56300341,0.64565973,0.30088255,0.34775101,0.45717418,0.44539451,0.45092694,0.49376099,0.36884031,0.42217274,0.38944558,0.47964961,0.42651593,0.530822,0.61496794
1C_2h,0.21112945,0.13485267,0.13276294,0.18857556,0.21107507,0.27854819,0.51558486,0.26364131,0.14777183,0.12074,0.22242202,0.24527267,0.29715494,0.51797471,0.13779344,0,0.09928605,0.15872664,0.15316966,0.22084173,0.52387667,0.41189961,0.39474235,0.4140065,0.41376647,0.42782847,0.41421367,0.63233108,0.46741327,0.46388522,0.45058882,0.4356367,0.42077731,0.47430857,0.64825299,0.40853713,0.37948288,0.38919722,0.4308702,0.39032213,0.44893642,0.64103719,0.34933596,0.26054857,0.33763946,0.35200122,0.29773579,0.37749255,0.61158831,0.38380382,0.30696542,0.3117557,0.27368152,0.31534142,0.35981052,0.65209917,0.39089706,0.29381891,0.32891755,0.30730832,0.30993615,0.38595772,0.63207163,0.3882268,0.39209586,0.43791882,0.4033816,0.38532471,0.39237216,0.5562902,0.39224103,0.34876249,0.37235101,0.36678727,0.3744919,0.37038615,0.53092521,0.43030999,0.41543743,0.39921665,0.3722817,0.40945062,0.40793644,0.47155261,0.45963232,0.49165399,0.49505093,0.45618373,0.51396239,0.54781537,0.64239345,0.36721225,0.33616445,0.43684854,0.39468989,0.39273314,0.44865666,0.37410204,0.41875861,0.36558038,0.44422325,0.38677337,0.49974808,0.60419565
1C_4h,0.2998523,0.20295998,0.14202573,0.16509048,0.20028184,0.25141634,0.50172509,0.31806483,0.21412701,0.22451502,0.18428335,0.21970826,0.28863246,0.50400412,0.23271646,0.09928605,0,0.08981732,0.0891645,0.1745736,0.50695926,0.47748179,0.42260649,0.42090497,0.41433518,0.43037564,0.41715228,0.61622774,0.52836683,0.48756825,0.46899001,0.44528979,0.4272312,0.48415689,0.63214965,0.46751436,0.43526729,0.41406748,0.44400794,0.40183993,0.46229395,0.63500898,0.36712743,0.26471062,0.32851821,0.34028428,0.29115686,0.35178413,0.60419911,0.39668027,0.30473032,0.30349106,0.26869194,0.28678915,0.31805338,0.63160723,0.36688103,0.30752479,0.34041028,0.3055687,0.30147124,0.36370977,0.61353264,0.44903524,0.40902686,0.43946416,0.413369,0.39885141,0.40579414,0.56562602,0.45134401,0.36769428,0.37694624,0.37196318,0.38309507,0.37477574,0.51426677,0.49523597,0.43529954,0.40901797,0.38616851,0.42083829,0.41988013,0.47288211,0.46874626,0.50728372,0.49685487,0.45432998,0.51167948,0.54749782,0.64797852,0.40517925,0.36796655,0.43052083,0.37445064,0.37134217,0.42797142,0.40845598,0.41899682,0.37200034,0.43904588,0.3782996,0.4816872,0.6103386
1C_6h,0.35706161,0.26398849,0.19420328,0.1685655,0.1763904,0.23701896,0.49249513,0.35686689,0.24728475,0.25601624,0.17779165,0.19797683,0.28610426,0.48865898,0.28186308,0.15872664,0.08981732,0,0.04255572,0.10582725,0.4956747,0.52161618,0.45132149,0.43199316,0.40969478,0.44157317,0.40760781,0.60104221,0.55607121,0.48924199,0.45457172,0.43232482,0.42976166,0.46821144,0.61696413,0.48739077,0.45456007,0.41840405,0.42691391,0.39279378,0.43301675,0.61694868,0.4153551,0.27248705,0.31757678,0.31559179,0.28970674,0.32405362,0.58507554,0.43193015,0.3383665,0.32316432,0.29127052,0.29570413,0.29557543,0.61772019,0.38351216,0.33653556,0.36942105,0.32522944,0.31839284,0.35292739,0.59023667,0.4840703,0.40335531,0.43900192,0.38992995,0.38129204,0.38537384,0.54368014,0.50592469,0.39004775,0.38013754,0.3604605,0.37159239,0.36551887,0.50892022,0.53184611,0.43684819,0.43646181,0.38788338,0.42058104,0.42563312,0.46158009,0.43873075,0.45952867,0.44840574,0.41567534,0.4703639,0.4918442,0.62234452,0.42453385,0.3691034,0.39342427,0.34585768,0.3310099,0.38708611,0.41648225,0.40406079,0.37625495,0.41293607,0.3575272,0.42389053,0.58630667
1C_8h,0.35072768,0.26445731,0.19115684,0.17080762,0.16986099,0.22402518,0.47902755,0.3578039,0.24198875,0.2498337,0.17521355,0.19522546,0.27756058,0.47582843,0.27441346,0.15316966,0.0891645,0.04255572,0,0.10149012,0.48220712,0.50090128,0.44875731,0.43141928,0.42783463,0.44387509,0.41899477,0.60291499,0.55457353,0.49245847,0.47592137,0.45222115,0.43672497,0.48956109,0.61883691,0.47474018,0.43826809,0.40704024,0.43242324,0.39294842,0.43943098,0.60759638,0.40814152,0.27565358,0.33688755,0.33982207,0.29192099,0.34493068,0.59095365,0.4316165,0.33144623,0.33980449,0.3037988,0.30293322,0.30555412,0.61994258,0.39294735,0.34480061,0.37768611,0.33447711,0.32746107,0.36016065,0.59527102,0.46804962,0.40281117,0.43625081,0.38450379,0.37274861,0.37951457,0.53293666,0.50143749,0.38033904,0.37338577,0.36939014,0.38052203,0.37220082,0.50920236,0.51498845,0.42832206,0.43116097,0.38655187,0.42730408,0.42183865,0.45122991,0.44247487,0.4743825,0.45998541,0.4220913,0.47635648,0.49816303,0.61504892,0.41035767,0.36264712,0.40134393,0.34194025,0.33506791,0.395447,0.40664211,0.39843333,0.3664067,0.40523094,0.36020005,0.43113712,0.58272142
1C_20h,0.40130328,0.32110637,0.24662632,0.22152735,0.18061612,0.19595167,0.43323863,0.39845708,0.27319284,0.28975718,0.19297275,0.18119239,0.24596056,0.42521129,0.33631222,0.22084173,0.1745736,0.10582725,0.10149012,0,0.44424075,0.54989301,0.48790475,0.46614986,0.43635829,0.4691652,0.40065138,0.57722978,0.59380353,0.51390041,0.47272966,0.45553647,0.45326328,0.4804994,0.58101911,0.48921202,0.44395689,0.417213,0.41441406,0.39197667,0.41322451,0.57530839,0.448932,0.31423997,0.33104423,0.35094864,0.33308955,0.33528349,0.54808404,0.45243539,0.35979101,0.3466065,0.31902042,0.30622021,0.30195135,0.58069463,0.39843544,0.35474362,0.37932924,0.32649581,0.32434331,0.33292079,0.55414255,0.52262929,0.44628136,0.46633234,0.37709134,0.38317193,0.36771768,0.49967398,0.55931021,0.41330691,0.38896372,0.35500122,0.36397584,0.35350343,0.48350898,0.57208668,0.46322379,0.47498913,0.41009848,0.44463146,0.43981778,0.43003851,0.40799276,0.43643372,0.42702401,0.38463354,0.45456987,0.43954195,0.55770138,0.44679712,0.37659141,0.38126099,0.33150269,0.31422626,0.3409287,0.42617254,0.40160638,0.3749586,0.32023593,0.358438,0.38406424,0.52569252
1C_Homog,0.62377831,0.61324681,0.5297495,0.49258589,0.45356034,0.35051687,0.09643347,0.54096091,0.46718746,0.48980033,0.39352965,0.36951598,0.33012937,0.09425921,0.58270406,0.52387667,0.50695926,0.4956747,0.48220712,0.44424075,0,0.61592062,0.58190261,0.54348916,0.51926954,0.50404625,0.44010127,0.3368024,0.6247099,0.60693105,0.57120387,0.54913494,0.53669859,0.49221931,0.31773442,0.60168068,0.60662408,0.57934172,0.56845212,0.57006164,0.55372382,0.26916702,0.60410635,0.53550222,0.56465556,0.53673813,0.54679401,0.51504062,0.28174695,0.58186808,0.52975267,0.51013242,0.5180163,0.47464283,0.44996518,0.29772789,0.54130308,0.55277648,0.49682312,0.50645368,0.4896869,0.39435495,0.27337139,0.65032591,0.60254866,0.59620207,0.54881331,0.54963146,0.52691617,0.38811348,0.71104485,0.64282555,0.63202836,0.6222748,0.60478313,0.60388817,0.39969528,0.65528723,0.58154672,0.57535484,0.49696309,0.52815264,0.4942906,0.3320234,0.53869588,0.56756922,0.52021797,0.53447678,0.55237783,0.48995892,0.3223955,0.59594417,0.55636648,0.484623,0.50388934,0.48673787,0.43039393,0.57812362,0.53980597,0.55575121,0.54504937,0.57529175,0.490824,0.27667857
